关联ID,版本号,发版项名称,用户ID,设备,原声摘要,原声链接,触达状态,触达话术,触达人,触达时间,备注
2.72.0::AI精准复习-文科（备考）周子威::feedback-369260854-2026/01/17 20:13:01,2.72.0,AI精准复习-文科（备考）,369260854,S2,"
 
“你好，想反馈一个功能建议：希望在四年级语文板块，把每个单元的‘日积月累’和课文里的必默古诗，单独做一个‘必默专区’。最好能按单元/教材版本分类，支持一键筛选、批量默写、自动批改，方便孩子集中练习和复习。孩子现在用的是[四年级]、[人教版]，麻烦帮忙评估上线~”
 
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=369260854,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-420795158-2026/01/19 13:01:32,2.72.0,AI精准复习-文科（备考）,420795158,S2,英语自定义单词背诵，可以添加到课本单元里，但是退出听写后就清空了，希望有一个自定义单词的地方收集薄弱单词能反复复习巩固。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=420795158,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-348372962-2026/01/19 13:18:59,2.72.0,AI精准复习-文科（备考）,348372962,S2,二年级下册的语文为什么没有整片的课文原文，讲解也没有，小结也没有，只有卷子，孩子还没看课文，提前也复习不了，就让做卷子,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=348372962,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-1048484689-2026/01/19 16:48:52,2.72.0,AI精准复习-文科（备考）,1048484689,S6,期末总复习只有数学一科，英语和语文没有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1048484689,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-510492685-2026/01/20 17:09:50,2.72.0,AI精准复习-文科（备考）,510492685,S2,都1月20号了，孩子已经放假13天了，寒假作业还没出来，目前还显示在复习阶段。建议下次寒假1月初，暑假7月初就同步出寒/暑假计划。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=510492685,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-227391080-2026/01/21 17:24:02,2.72.0,AI精准复习-文科（备考）,227391080,S6,整体不错但是沪教版除了一课一练配套教辅希望在多点别的出版社，对于沪教版有点少，英语希望能增加和数学语文一样的精准推荐，复习模考沪教版也比较少希望后续能多提升,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=227391080,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-379423750-2026/01/24 08:25:32,2.72.0,AI精准复习-文科（备考）,379423750,S2,希望语数英都有课堂笔记，有效提高孩子的预习。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=379423750,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-515443141-2026/01/25 19:44:42,2.72.0,AI精准复习-文科（备考）,515443141,S6,专项突破里面背单词，背的单词不能复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=515443141,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-138290726-2026/01/29 10:42:39,2.72.0,AI精准复习-文科（备考）,138290726,S2,请问小袁的学习内容能不能提前更新为下学期的内容便于学生预习，往回复！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=138290726,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-696621686-2026/01/31 22:44:56,2.72.0,AI精准复习-文科（备考）,696621686,S2,数学小复习的应用题出的是计算或者是选择题什么的，就是不出应用题,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696621686,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-696621686-2026/01/31 22:48:08,2.72.0,AI精准复习-文科（备考）,696621686,S2,数学小复习出的应用题不是应用题，是计算题或者选择题。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696621686,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-287158486-2026/02/04 20:46:45,2.72.0,AI精准复习-文科（备考）,287158486,S2,想把经常用的教辅材料收藏或置顶，这样方便复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=287158486,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-374088314-2026/02/05 07:47:12,2.72.0,AI精准复习-文科（备考）,374088314,S1,今年的寒假大作战怎么没有了？初三的复习专项也没有？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=374088314,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-250989502-2026/02/05 08:03:46,2.72.0,AI精准复习-文科（备考）,250989502,S2,能否增加语文，数学，英语，科学等单元重点知识点总结，这样更方便孩子进行知识点复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=250989502,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-1047582075-2026/02/22 14:03:26,2.72.0,AI精准复习-文科（备考）,1047582075,S2,我家孩子以前上1年级2年级时有写过同步练习到三年级时我想让她全部复习一次结果，1年级2年级写的全部找不到了 是怎么回事,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1047582075,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-220439406-2026/02/23 20:33:28,2.72.0,AI精准复习-文科（备考）,220439406,S2,为什么没有S6的考试复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=220439406,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-405808718-2026/03/04 22:12:11,2.72.0,AI精准复习-文科（备考）,405808718,E1,字词听写之前有没有关于这个字的笔顺组词等相关的学习内容，特别是预习的时候，想学习一下这节课的字没有能学习的内容；英语也是，英语单词中没有音标和学习这个单词并组词造句的内容；建议增加字词的学习内容后再听写。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=405808718,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-214969930-2026/03/05 01:19:31,2.72.0,AI精准复习-文科（备考）,214969930,S6,"语文英语默写错误的词不会到错题本，后期无法针对性复习。
英语绘本跟读自己无法暂停，没有缓冲时间。不会的单词也无法点读
无法针对艾宾浩斯学的单词进行有效默写
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=214969930,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-473792868-2026/03/09 15:22:23,2.72.0,AI精准复习-文科（备考）,473792868,S2,希望增加小升初的提前预习课程,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=473792868,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-552120439-2026/03/09 21:12:40,2.72.0,AI精准复习-文科（备考）,552120439,S2,小学数学，语文，数学，英语没有预习视频吗,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=552120439,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-230280978-2026/03/11 22:14:56,2.72.0,AI精准复习-文科（备考）,230280978,S6,强烈建议有字体放大功能，练习字太小了，读书复习字也小，拼音跟笔尖一样小，真的看起来太累了，对用眼不友好。强烈建议文字放大！！谢谢工程师！！！！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=230280978,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-176779754-2026/03/15 21:37:59,2.72.0,AI精准复习-文科（备考）,176779754,S2,校内同步有课程预习就更好了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=176779754,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-684533243-2026/03/22 11:24:35,2.72.0,AI精准复习-文科（备考）,684533243,S6,英语和语文没有像数学一样的AI复习功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=684533243,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-133829872-2026/03/22 19:23:14,2.72.0,AI精准复习-文科（备考）,133829872,S6,增加“题目保存进度，下次继续做”的功能。使用发现5.3归类复习，语文三下，无此功能。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=133829872,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-747676592-2026/03/22 21:56:00,2.72.0,AI精准复习-文科（备考）,747676592,S2,在专项突破中，背单词怎么只有今天新学的内容，没有今日复习的内容呢？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=747676592,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-67156186-2026/03/23 21:55:06,2.72.0,AI精准复习-文科（备考）,67156186,S6,希望听写中使用了提示功能的词汇直接进入错题本：【专项突破-英语单词听写和语文字词听写】：听写时，语音播报手动点击多次会出现提示功能，提示完整展现了需要默写的词汇，孩子可以直接照抄。最后成绩全对，但其中水分不小，家长不在旁边难以辨别真实成绩。提示功能确实需要，但是提示词汇最好直接算错，进入错题本，帮助孩子后续复习巩固生疏字词。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=67156186,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-985794848-2026/03/23 22:10:07,2.72.0,AI精准复习-文科（备考）,985794848,S6,系统没有课前预习，没有课前阅读。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=985794848,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-1119299293-2026/03/24 10:18:07,2.72.0,AI精准复习-文科（备考）,1119299293,S6,云文件上传限制文件大小，使用起来不方便。而且教辅的功能中只有练习册，而没有课程辅导书，不能进行预习。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1119299293,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-194310640-2026/03/24 15:12:57,2.72.0,AI精准复习-文科（备考）,194310640,S2,专项突破中的字词听写和单词听写没有记录，在机器上找不到练习的错误的记录，找统计错了多少单词生字，哪个错了，需要加强练习的地方没有提示，相对比较费劲，错误了的需要练习的单独再一个地方能找到，能专项单独复习练习就好了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=194310640,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-175426920-2026/03/24 20:42:50,2.72.0,AI精准复习-文科（备考）,175426920,S2,背单词里背过的单词没有复习项,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=175426920,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-985794848-2026/03/30 12:28:17,2.72.0,AI精准复习-文科（备考）,985794848,S6,没有预习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=985794848,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-266444532-2026/03/30 22:40:56,2.72.0,AI精准复习-文科（备考）,266444532,S6,希望增加这个版本53归类复习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=266444532,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-93261514-2026/04/07 22:33:51,2.72.0,AI精准复习-文科（备考）,93261514,S2,小学三年级专项突破中的背单词。不能复习，只有每日新学的。每日复习找不见切换口。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=93261514,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-688140512-2026/04/17 22:54:25,2.72.0,AI精准复习-文科（备考）,688140512,S6,对于初三的孩子，希望出一个专题，针对整个初中三年知识点进行梳理，配套专题，中考是考三年知识的融合，想要提分，需要梳理三年的知识点，如果只有分年级的内容，对于中考总复习帮助不大，而且可以根据梳理出来问题通过AI出题来巩固知识,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=688140512,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-476755428-2026/04/18 15:46:16,2.72.0,AI精准复习-文科（备考）,476755428,S2,人教版二年级下，AI个性化复习中第八关正确答案一直判定错误无法过关,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=476755428,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-696789957-2026/04/22 21:47:52,2.72.0,AI精准复习-文科（备考）,696789957,S6,适用江苏学生教辅资料太少，还有复习模考里面的题库大多数都是好几年前的，根本不实用，教材都有所变动。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696789957,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-199379674-2026/04/25 10:48:05,2.72.0,AI精准复习-文科（备考）,199379674,S6,内置教辅不能横屏模式，字体实在太小。53归类复习选题做，看拼音写词语能不能选词，不要一口气。孩子错一个，就等于错一题，就得整个单元的看拼音全部重新写。而且不会自动收录在错题本,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=199379674,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-556785762-2026/04/25 15:32:10,2.72.0,AI精准复习-文科（备考）,556785762,S2,复习计划怎么只有数学，没有语文英语其他科目的,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=556785762,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-1047582075-2026/05/01 18:11:42,2.72.0,AI精准复习-文科（备考）,1047582075,S2,"我家孩子以前上1年级2年级时有写过同步练习到三年级时我想让她全部复习一次，结果1年级2年级写的全部找不到了 是怎么回事
",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1047582075,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-239284412-2026/05/04 20:28:20,2.72.0,AI精准复习-文科（备考）,239284412,S6,复习模考类 选择了地方卷 出来的还是别的地方的！比如选择了南通  下面还是出现青岛 北京,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=239284412,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-183095138-2026/05/06 08:21:39,2.72.0,AI精准复习-文科（备考）,183095138,S2,没有复习建议这是大bug，根据孩子错题给出针对性复习，语文听生字没有按需听写，非要一单元一练,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=183095138,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-41992765-2026/05/07 07:55:18,2.72.0,AI精准复习-文科（备考）,41992765,S6,设备卡，使用不流畅，一会儿可以用，一会儿不可用，同步更新的复习题库，讲解文不对题，无法学习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=41992765,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-226889258-2026/05/10 07:32:45,2.72.0,AI精准复习-文科（备考）,226889258,S6,那个艾宾浩斯遗忘曲线背单词很好，但其中应该加一个功能，就是可以把已经完全掌握的单词筛掉，不然会的单词也反复需要复习，很浪费时间。还有一点应该进一步改进就是判断这个单词是否记住还是要加强制判断，可以让孩子用语音或文字写出单词的其中一个意思就算对，现在只让他自己说认不认识就必须要家长陪着学，问他什么意思，不然他偷懒会全点成认识的！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=226889258,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-135400204-2026/05/12 09:53:21,2.72.0,AI精准复习-文科（备考）,135400204,S6,"1.没有小升初总复习练习，只有六年级的配套练习。（没有针对小考、中考、高考。）
2.客户自己上传的云文件练习，错题进不了错题本。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=135400204,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-405437370-2026/05/13 07:02:50,2.72.0,AI精准复习-文科（备考）,405437370,S6,什么时候出小升初总复习版块？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=405437370,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-580339904-2026/05/17 16:29:24,2.72.0,AI精准复习-文科（备考）,580339904,S1,"致小猿学练机（北京寸阴成器科技有限公司），现就产品""系统强制限制自定义单词本每次只能添加100个单词""严重设计缺陷进行投诉。

自定义单词本强制限制每次仅能添加100个单词，孩子日常复习量远超此数，导致前面听完后面就忘，完全无法形成有效复习闭环。花高价购买的学习设备，因这一不合理系统限制基本长期无法使用，严重影响核心功能体验。

现正式要求：立即解除该限制，至少将自定义单词本容量提升至500个。如未得到有效处理，我将依次向全国12315平台（投诉主体：北京寸阴成器科技有限公司）、黑猫投诉等渠道实名投诉，并保留向媒体曝光权利。

拒绝为设计缺陷买单，请尽快答复处理方案。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-261250548-2026/05/19 07:26:20,2.72.0,AI精准复习-文科（备考）,261250548,S6,可不可以尽快上期末AI复习，或者先保留期中AI复习，现在全没有，S6推的就是这个功能，怎么能断档？,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=261250548,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-520306796-2026/05/21 06:46:58,2.72.0,AI精准复习-文科（备考）,520306796,S6,小学阶段没有看生字写拼音的复习板块，还有就是输入法中也应该有语音输入，方便自定义输入看拼音写词语的内容，一个一个手打很费时间。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=520306796,未触达,,,,候选（需先在关联表确认）
2.72.0::AI精准复习-文科（备考）周子威::feedback-580339904-2026/06/02 15:32:52,2.72.0,AI精准复习-文科（备考）,580339904,S1,您好！我购买的小猿学练机“听写单词”板块自定义单词一次只能添加100个，使用中几乎让我崩溃。孩子课外单词量远超这个数，每次都要分好几批手动添加，操作繁琐耗时，前面刚加完的单词还没巩固就又得清掉换下一批，复习完全被打乱。正因这个限制，我买的学练机几乎无法使用，无奈又买了zuoyebang的设备，发现对方根本没有这个困扰。调整数量上限并不是什么难题，希望客服核实后帮我把自定义单词容量提升到300至500个。此前我也反馈过，贵公司始终没有回应。如果这次仍无法解决，我只能彻底转向其它平台，相信很多家长和我感受相同，贵公司也可能因此流失大量用户。恳请重视认真对待客户的反馈，尽快整改。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=580339904,未触达,,,,候选（需先在关联表确认）
2.72.0::暑假计划::feedback-510492685-2026/01/20 17:09:50,2.72.0,暑假计划,510492685,S2,都1月20号了，孩子已经放假13天了，寒假作业还没出来，目前还显示在复习阶段。建议下次寒假1月初，暑假7月初就同步出寒/暑假计划。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=510492685,未触达,,,,候选（需先在关联表确认）
2.72.0::暑假计划::feedback-26732967-2026/01/20 21:47:47,2.72.0,暑假计划,26732967,S2,一课一练有暑假、寒假版了，小猿何时能上线？沪教版教材的教辅太少了,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=26732967,未触达,,,,候选（需先在关联表确认）
2.72.0::暑假计划::feedback-199286320-2026/03/02 18:38:15,2.72.0,暑假计划,199286320,E1,"
教材同步更新太慢，开学了还没有新的教材，寒假暑假也没得提前预习。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=199286320,未触达,,,,候选（需先在关联表确认）
2.72.0::暑假计划::feedback-744049517-2026/05/10 20:59:17,2.72.0,暑假计划,744049517,S1,什么时候能上新高中英语单词听写功能。暑假需要预习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=744049517,未触达,,,,候选（需先在关联表确认）
2.72.0::暑假计划::feedback-266444532-2026/05/28 11:02:53,2.72.0,暑假计划,266444532,S6,可否暑假新增这个版本数学练习？小朋友喜欢用学习机练习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=266444532,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-834917563-2026/04/11 09:34:45,2.71.5,口算多账号错题本同步,834917563,S6,我建议通过家长端的手机拍照可以将错题同步到错题集里，家长更方便一些，将孩子平时作业里的错题放入错题集里。用手机app上传,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=834917563,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-566725942-2026/01/11 22:29:21,2.71.5,口算多账号错题本同步,566725942,S2,英语冀教版新课标，4年级下册，  教材同步_错题本_薄弱点_推出英语举一反三，语法训练，连词成句，阅读理解有针对性的专项练习,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=566725942,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-383392264-2026/01/13 09:19:46,2.71.5,口算多账号错题本同步,383392264,S6,错题本重练模块，没有全选项，每次都要一题一题点或是一天一天点，希望可以完善,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=383392264,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-195741134-2026/01/14 22:37:16,2.71.5,口算多账号错题本同步,195741134,S6,打开错题本，闪退回首页,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=195741134,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-460095490-2026/01/19 10:20:04,2.71.5,口算多账号错题本同步,460095490,S6,AL错题本拍照已加入错题本之后打开重练内容是不完整的，调整光线和拍照角度后依然不变。重复拍照了很多遍依然没有完整，这个问题让我很困惑,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=460095490,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-1104719182-2026/01/22 13:40:32,2.71.5,口算多账号错题本同步,1104719182,S2,作业批改的时候局限性很大，比如计算题哪怕是答案或者解题过程中加法算式的前后顺序与答案不一致也会批改为错误，这样大大降低了错题本的准确性，希望尽快改进。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1104719182,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-735080042-2026/01/27 11:23:56,2.71.5,口算多账号错题本同步,735080042,S2,错题本希望增加错题原因说明的功能，支持错题原因的分类，帮助孩子更加有效的了解错误原因,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=735080042,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-762678606-2026/01/29 20:50:07,2.71.5,口算多账号错题本同步,762678606,S2,错题本功能可以加入一个生成包含所有错题题型的试卷；把两个照片合并成一个；可以在错题照片上修改；可自行拖拉控制覆盖题目大小,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=762678606,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-432988124-2026/01/31 06:46:15,2.71.5,口算多账号错题本同步,432988124,S2,错题本没有举一反三，没有在旁边记录批注总结的功能,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=432988124,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-689993631-2026/01/31 14:59:55,2.71.5,口算多账号错题本同步,689993631,S2,AI错题本这里有一些问题，数学这里的本周新增的薄弱点，。上面显示的是两个，旁边的本周攻克的薄弱点显示的是0个。可下面却说已经掌握了本周全部薄弱点。这是让我们用户不太理解的，希望加快改进呢！🙏🙏,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=689993631,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-522389599-2026/02/01 09:13:34,2.71.5,口算多账号错题本同步,522389599,S2,那个错题本的错题收录进去，能不能重新整理成题目，不要有收录进去的那种笔迹,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=522389599,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-522389599-2026/02/01 09:15:00,2.71.5,口算多账号错题本同步,522389599,S2,那个错题本的错题收录进去，能不能重新整理成题目，让孩子打开进去就可以重新做一遍，不要有收录进去的那种笔迹，不然孩子都会看着那个答案再做,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=522389599,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-536890840-2026/02/05 15:43:38,2.71.5,口算多账号错题本同步,536890840,S6,错题本能不能出一个目录功能，比如1-20题，20-40，一页一页往后翻太慢了。,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=536890840,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-682089993-2026/02/21 16:51:05,2.71.5,口算多账号错题本同步,682089993,S6,小孩子通过将要做的作业拍照进错题本，再进行视频讲解，继而抄写里面的答案，请将错题本视频讲解纳入家长管控,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=682089993,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-536890840-2026/02/25 23:28:19,2.71.5,口算多账号错题本同步,536890840,S6,"1. 错题本能不能出一个目录功能，比如1-20题，21-40题，一页一页翻太慢了。
2. 错题本的筛选功能丰富一点，按时间，按单元等。
3. app的报告，除了首次作答记录，增加一个本次做题记录，让家长了解孩子在经过一段时间的训练后，错在哪里。现在看不到当天的错题，只能看到第一次的错误。",https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=536890840,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-1086807824-2026/02/27 21:13:39,2.71.5,口算多账号错题本同步,1086807824,S2,错题本写总结功能！,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=1086807824,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-458808414-2026/02/28 14:09:07,2.71.5,口算多账号错题本同步,458808414,S2,在学练机上做了同步练习，但是错题都没纳入错题本，也没有纳入薄弱点,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=458808414,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-458808414-2026/02/28 14:10:13,2.71.5,口算多账号错题本同步,458808414,S2,在学练机上做了同步练习，但是错题都没纳入错题本，也没有纳入薄弱点,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=458808414,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-523945081-2026/03/02 19:37:12,2.71.5,口算多账号错题本同步,523945081,S6,上海地区一课一练英语选题做完后再做听力部分直接提交批改后未做的题目都收入到错题本中,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=523945081,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-523945081-2026/03/03 06:37:27,2.71.5,口算多账号错题本同步,523945081,S6,导入的文件题目做练习时能否也出个选题做功能？未做的题目都被收录到了错题本中，这一点不够智能，有时候练习不会全部都做的,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=523945081,未触达,,,,候选（需先在关联表确认）
2.71.5::口算多账号错题本同步::feedback-696814931-2026/03/03 12:14:20,2.71.5,口算多账号错题本同步,696814931,S6,有没有错题本的题讲解,https://cupid.zhenguanyu.com/#/analysis/user-feedback-list?userId=696814931,未触达,,,,候选（需先在关联表确认）
